date,invoice_id,customer_id,product_id,qty,unit_price_eur,discount_rate,total_eur,currency,payment_terms_days
2022-10-30,INV00014285,C0047,P002,1,91.99,0.0013,91.87,EUR,15
2022-10-30,INV00014286,C0078,P030,2,139.26,0.0756,257.47,EUR,30
2022-10-30,INV00014287,C0044,P002,1,91.99,0.1712,76.24,EUR,45
2022-10-30,INV00014288,C0114,P032,1,149.04,0.1264,130.21,EUR,30
2022-10-30,INV00014289,C0090,P001,2,508.53,0.1091,906.14,EUR,30
2022-10-30,INV00014290,C0010,P011,4,439.8,0.0509,1669.63,EUR,30
2022-10-31,INV00014291,C0068,P005,1,609.82,0.0,609.82,EUR,15
2022-10-31,INV00014292,C0085,P006,3,278.66,0.1078,745.85,EUR,30
2022-10-31,INV00014293,C0110,P029,1,685.26,0.1053,613.07,EUR,30
2022-10-31,INV00014294,C0037,P005,2,609.82,0.0698,1134.5,EUR,15
2022-10-31,INV00014295,C0001,P030,1,139.26,0.1025,124.99,EUR,30
2022-10-31,INV00014296,C0084,P018,1,985.92,0.0585,928.21,EUR,30
2022-10-31,INV00014297,C0052,P005,1,609.82,0.1073,544.36,EUR,15
2022-11-01,INV00014298,C0064,P029,2,685.26,0.168,1140.32,EUR,30
2022-11-01,INV00014299,C0105,P033,1,1052.88,0.0669,982.42,EUR,0
2022-11-01,INV00014300,C0045,P007,1,479.93,0.0558,453.17,EUR,30
2022-11-01,INV00014301,C0086,P007,4,479.93,0.1142,1700.53,EUR,30
2022-11-01,INV00014302,C0056,P004,1,265.7,0.0976,239.77,EUR,15
2022-11-01,INV00014303,C0012,P009,1,133.87,0.0679,124.78,EUR,15
2022-11-01,INV00014304,C0091,P032,2,149.04,0.0984,268.76,EUR,30
2022-11-01,INV00014305,C0014,P015,6,268.29,0.0908,1463.5,EUR,15
2022-11-01,INV00014306,C0017,P027,2,352.72,0.1091,628.51,EUR,45
2022-11-01,INV00014307,C0102,P015,1,268.29,0.0713,249.16,EUR,0
2022-11-01,INV00014308,C0085,P001,5,508.53,0.021,2489.18,EUR,30
2022-11-01,INV00014309,C0018,P029,5,685.26,0.0696,3187.73,EUR,0
2022-11-01,INV00014310,C0027,P030,1,139.26,0.0317,134.85,EUR,30
2022-11-02,INV00014311,C0084,P012,1,476.78,0.0709,443.0,EUR,30
2022-11-02,INV00014312,C0039,P032,1,149.04,0.0946,134.94,EUR,30
2022-11-02,INV00014313,C0115,P030,2,139.26,0.0703,258.93,EUR,0
2022-11-02,INV00014314,C0112,P008,4,1134.56,0.143,3889.37,EUR,15
2022-11-02,INV00014315,C0085,P026,1,1216.68,0.1163,1075.12,EUR,30
2022-11-02,INV00014316,C0039,P001,5,508.53,0.0909,2311.44,EUR,0
2022-11-02,INV00014317,C0074,P023,1,151.14,0.0506,143.49,EUR,30
2022-11-02,INV00014318,C0067,P006,1,278.66,0.166,232.41,EUR,60
2022-11-02,INV00014319,C0027,P005,1,609.82,0.027,593.36,EUR,45
2022-11-02,INV00014320,C0047,P033,2,1052.88,0.129,1834.14,EUR,60
2022-11-02,INV00014321,C0101,P013,4,105.28,0.0,421.12,EUR,15
2022-11-02,INV00014322,C0104,P034,1,420.1,0.0,420.1,EUR,30
2022-11-02,INV00014323,C0082,P003,3,422.8,0.1372,1094.31,EUR,30
2022-11-02,INV00014324,C0077,P020,2,718.33,0.0192,1409.02,EUR,30
2022-11-03,INV00014325,C0058,P015,1,268.29,0.0561,253.23,EUR,30
2022-11-03,INV00014326,C0117,P008,2,1134.56,0.1321,1969.36,EUR,30
2022-11-03,INV00014327,C0068,P003,1,422.8,0.0467,403.04,EUR,45
2022-11-03,INV00014328,C0097,P009,3,133.87,0.1067,358.77,EUR,30
2022-11-03,INV00014329,C0100,P031,1,893.72,0.0,893.72,EUR,0
2022-11-03,INV00014330,C0006,P029,1,685.26,0.0,685.26,EUR,15
2022-11-03,INV00014331,C0014,P013,3,105.28,0.0667,294.77,EUR,15
2022-11-03,INV00014332,C0083,P034,4,420.1,0.081,1544.36,EUR,15
2022-11-03,INV00014333,C0014,P017,1,286.97,0.0,286.97,EUR,30
2022-11-03,INV00014334,C0116,P031,4,893.72,0.0415,3426.65,EUR,45
2022-11-03,INV00014335,C0057,P027,2,352.72,0.1159,623.66,EUR,30
2022-11-03,INV00014336,C0015,P008,2,1134.56,0.0448,2167.57,EUR,0
2022-11-03,INV00014337,C0097,P002,1,91.99,0.106,82.24,EUR,30
2022-11-04,INV00014338,C0053,P034,4,420.1,0.0702,1562.49,EUR,0
2022-11-04,INV00014339,C0080,P002,2,91.99,0.042,176.26,EUR,45
2022-11-04,INV00014340,C0048,P010,2,149.74,0.0,299.48,EUR,45
2022-11-04,INV00014341,C0049,P009,3,133.87,0.019,393.98,EUR,15
2022-11-04,INV00014342,C0042,P004,2,265.7,0.0398,510.23,EUR,15
2022-11-04,INV00014343,C0075,P016,4,135.76,0.0364,523.26,EUR,15
2022-11-04,INV00014344,C0005,P009,1,133.87,0.046,127.72,EUR,45
2022-11-04,INV00014345,C0061,P013,2,105.28,0.1296,183.27,EUR,45
2022-11-04,INV00014346,C0106,P010,3,149.74,0.145,384.1,EUR,30
2022-11-04,INV00014347,C0015,P007,1,479.93,0.0463,457.69,EUR,0
2022-11-04,INV00014348,C0070,P004,1,265.7,0.0884,242.22,EUR,30
2022-11-04,INV00014349,C0052,P009,1,133.87,0.1269,116.89,EUR,0
2022-11-04,INV00014350,C0027,P034,2,420.1,0.1433,719.82,EUR,0
2022-11-05,INV00014351,C0020,P035,2,159.46,0.0975,287.84,EUR,0
2022-11-05,INV00014352,C0068,P031,3,893.72,0.0193,2629.51,EUR,15
2022-11-05,INV00014353,C0083,P033,1,1052.88,0.04,1010.81,EUR,0
2022-11-05,INV00014354,C0029,P027,2,352.72,0.1056,630.92,EUR,0
2022-11-05,INV00014355,C0066,P028,1,273.69,0.1115,243.17,EUR,30
2022-11-05,INV00014356,C0057,P014,3,389.57,0.0,1168.71,EUR,45
2022-11-05,INV00014357,C0068,P012,1,476.78,0.0487,453.57,EUR,15
2022-11-06,INV00014358,C0092,P018,3,985.92,0.0999,2662.28,EUR,15
2022-11-06,INV00014359,C0049,P010,3,149.74,0.0621,421.33,EUR,30
2022-11-06,INV00014360,C0016,P030,5,139.26,0.1031,624.52,EUR,60
2022-11-06,INV00014361,C0074,P017,2,286.97,0.1833,468.72,EUR,45
2022-11-06,INV00014362,C0049,P003,2,422.8,0.1681,703.46,EUR,45
2022-11-06,INV00014363,C0028,P001,3,508.53,0.0975,1376.8,EUR,30
2022-11-06,INV00014364,C0076,P026,1,1216.68,0.0239,1187.66,EUR,45
2022-11-06,INV00014365,C0090,P031,2,893.72,0.0064,1776.07,EUR,30
2022-11-07,INV00014366,C0016,P010,1,149.74,0.091,136.11,EUR,30
2022-11-07,INV00014367,C0117,P034,4,420.1,0.1159,1485.66,EUR,30
2022-11-07,INV00014368,C0092,P010,3,149.74,0.0678,418.78,EUR,0
2022-11-07,INV00014369,C0091,P019,1,132.08,0.0398,126.82,EUR,30
2022-11-07,INV00014370,C0064,P019,3,132.08,0.0626,371.45,EUR,0
2022-11-07,INV00014371,C0058,P035,2,159.46,0.1346,276.0,EUR,30
2022-11-07,INV00014372,C0006,P006,1,278.66,0.1696,231.41,EUR,15
2022-11-07,INV00014373,C0096,P035,1,159.46,0.1433,136.61,EUR,15
2022-11-07,INV00014374,C0062,P020,3,718.33,0.0965,1946.98,EUR,45
2022-11-08,INV00014375,C0016,P002,3,91.99,0.0872,251.91,EUR,45
2022-11-08,INV00014376,C0043,P023,2,151.14,0.0044,300.94,EUR,15
2022-11-08,INV00014377,C0068,P021,2,746.09,0.1611,1251.73,EUR,30
2022-11-08,INV00014378,C0097,P006,1,278.66,0.0,278.66,EUR,15
2022-11-08,INV00014379,C0027,P008,4,1134.56,0.0,4538.24,EUR,60
2022-11-08,INV00014380,C0107,P028,1,273.69,0.0304,265.37,EUR,30
2022-11-08,INV00014381,C0030,P003,2,422.8,0.1784,694.76,EUR,15
2022-11-08,INV00014382,C0116,P018,2,985.92,0.0349,1903.0,EUR,30
2022-11-08,INV00014383,C0110,P011,1,439.8,0.099,396.24,EUR,30
2022-11-08,INV00014384,C0030,P007,2,479.93,0.057,905.1,EUR,30
2022-11-08,INV00014385,C0064,P016,3,135.76,0.0875,371.66,EUR,30
2022-11-09,INV00014386,C0077,P027,1,352.72,0.0,352.72,EUR,60
2022-11-09,INV00014387,C0039,P022,2,432.16,0.1761,712.12,EUR,45
2022-11-09,INV00014388,C0003,P017,1,286.97,0.0911,260.84,EUR,15
2022-11-09,INV00014389,C0107,P020,2,718.33,0.0035,1431.6,EUR,60
2022-11-09,INV00014390,C0084,P006,4,278.66,0.0842,1020.76,EUR,30
2022-11-09,INV00014391,C0050,P026,1,1216.68,0.0,1216.68,EUR,30
2022-11-09,INV00014392,C0084,P009,3,133.87,0.1122,356.55,EUR,15
2022-11-09,INV00014393,C0027,P008,1,1134.56,0.1339,982.67,EUR,45
2022-11-09,INV00014394,C0115,P017,3,286.97,0.0004,860.59,EUR,45
2022-11-09,INV00014395,C0111,P016,6,135.76,0.0803,749.17,EUR,30
2022-11-09,INV00014396,C0053,P023,1,151.14,0.0631,141.6,EUR,30
2022-11-09,INV00014397,C0073,P013,2,105.28,0.1071,188.0,EUR,30
2022-11-10,INV00014398,C0032,P003,3,422.8,0.1326,1100.18,EUR,45
2022-11-10,INV00014399,C0018,P030,4,139.26,0.1152,492.89,EUR,15
2022-11-10,INV00014400,C0096,P024,1,365.58,0.0808,336.05,EUR,45
2022-11-10,INV00014401,C0072,P020,3,718.33,0.0,2154.99,EUR,15
2022-11-10,INV00014402,C0092,P023,2,151.14,0.0861,276.24,EUR,45
2022-11-10,INV00014403,C0083,P003,2,422.8,0.0762,781.16,EUR,60
2022-11-10,INV00014404,C0009,P032,4,149.04,0.1166,526.62,EUR,45
2022-11-10,INV00014405,C0053,P005,1,609.82,0.0702,566.98,EUR,15
2022-11-10,INV00014406,C0104,P029,2,685.26,0.0265,1334.14,EUR,15
2022-11-10,INV00014407,C0114,P008,1,1134.56,0.0579,1068.9,EUR,45
2022-11-10,INV00014408,C0102,P002,1,91.99,0.0,91.99,EUR,15
2022-11-10,INV00014409,C0062,P004,2,265.7,0.0166,522.6,EUR,60
2022-11-11,INV00014410,C0082,P008,3,1134.56,0.189,2760.37,EUR,30
2022-11-11,INV00014411,C0067,P019,3,132.08,0.0041,394.61,EUR,15
2022-11-11,INV00014412,C0018,P013,2,105.28,0.1283,183.53,EUR,0
2022-11-11,INV00014413,C0037,P014,2,389.57,0.1242,682.36,EUR,15
2022-11-11,INV00014414,C0009,P023,3,151.14,0.0489,431.23,EUR,45
2022-11-11,INV00014415,C0025,P011,1,439.8,0.0309,426.23,EUR,30
2022-11-11,INV00014416,C0067,P027,1,352.72,0.118,311.1,EUR,15
2022-11-11,INV00014417,C0099,P023,3,151.14,0.111,403.08,EUR,30
2022-11-12,INV00014418,C0083,P030,1,139.26,0.0354,134.32,EUR,30
2022-11-12,INV00014419,C0039,P026,2,1216.68,0.0063,2418.04,EUR,15
2022-11-12,INV00014420,C0038,P008,1,1134.56,0.0366,1093.09,EUR,60
2022-11-12,INV00014421,C0072,P014,1,389.57,0.0968,351.86,EUR,30
2022-11-12,INV00014422,C0071,P015,1,268.29,0.0139,264.55,EUR,0
2022-11-12,INV00014423,C0004,P029,4,685.26,0.0876,2501.02,EUR,15
2022-11-12,INV00014424,C0100,P003,4,422.8,0.0539,1600.08,EUR,15
2022-11-12,INV00014425,C0104,P017,2,286.97,0.0773,529.56,EUR,30
2022-11-12,INV00014426,C0106,P013,2,105.28,0.0352,203.16,EUR,45
2022-11-12,INV00014427,C0119,P005,1,609.82,0.1054,545.53,EUR,30
2022-11-12,INV00014428,C0053,P030,3,139.26,0.118,368.47,EUR,30
2022-11-12,INV00014429,C0042,P004,1,265.7,0.0601,249.73,EUR,30
2022-11-12,INV00014430,C0029,P033,1,1052.88,0.0738,975.22,EUR,45
2022-11-13,INV00014431,C0118,P010,1,149.74,0.0,149.74,EUR,30
2022-11-13,INV00014432,C0020,P002,1,91.99,0.0378,88.52,EUR,15
2022-11-13,INV00014433,C0063,P010,3,149.74,0.0317,434.96,EUR,30
2022-11-13,INV00014434,C0026,P010,2,149.74,0.0827,274.72,EUR,30
2022-11-13,INV00014435,C0093,P029,1,685.26,0.0525,649.31,EUR,15
2022-11-13,INV00014436,C0045,P004,1,265.7,0.1189,234.1,EUR,30
2022-11-13,INV00014437,C0043,P023,2,151.14,0.0609,283.88,EUR,45
2022-11-13,INV00014438,C0043,P022,3,432.16,0.06,1218.66,EUR,15
2022-11-13,INV00014439,C0083,P030,1,139.26,0.0576,131.24,EUR,60
2022-11-13,INV00014440,C0003,P027,1,352.72,0.0959,318.91,EUR,30
2022-11-13,INV00014441,C0020,P007,3,479.93,0.1167,1271.81,EUR,30
2022-11-13,INV00014442,C0011,P015,1,268.29,0.059,252.46,EUR,45
2022-11-14,INV00014443,C0060,P011,3,439.8,0.0,1319.4,EUR,15
2022-11-14,INV00014444,C0014,P029,1,685.26,0.032,663.33,EUR,60
2022-11-14,INV00014445,C0023,P030,2,139.26,0.0863,254.49,EUR,45
2022-11-14,INV00014446,C0062,P021,2,746.09,0.0821,1369.61,EUR,15
2022-11-14,INV00014447,C0030,P006,2,278.66,0.1396,479.5,EUR,0
2022-11-14,INV00014448,C0062,P002,4,91.99,0.06,345.89,EUR,30
2022-11-14,INV00014449,C0007,P020,2,718.33,0.0766,1326.55,EUR,15
2022-11-14,INV00014450,C0104,P030,1,139.26,0.0113,137.69,EUR,15
2022-11-14,INV00014451,C0060,P001,1,508.53,0.1062,454.51,EUR,15
2022-11-14,INV00014452,C0105,P023,3,151.14,0.0751,419.38,EUR,45
2022-11-14,INV00014453,C0096,P020,2,718.33,0.0929,1303.26,EUR,15
2022-11-14,INV00014454,C0106,P028,1,273.69,0.0996,246.44,EUR,30
2022-11-14,INV00014455,C0041,P024,1,365.58,0.1039,327.61,EUR,30
2022-11-14,INV00014456,C0075,P014,1,389.57,0.0,389.57,EUR,15
2022-11-15,INV00014457,C0107,P018,2,985.92,0.0786,1816.8,EUR,15
2022-11-15,INV00014458,C0087,P033,1,1052.88,0.1072,939.98,EUR,45
2022-11-15,INV00014459,C0100,P014,3,389.57,0.0646,1093.18,EUR,30
2022-11-15,INV00014460,C0001,P016,4,135.76,0.0724,503.73,EUR,30
2022-11-15,INV00014461,C0027,P033,1,1052.88,0.2047,837.33,EUR,30
2022-11-15,INV00014462,C0093,P014,3,389.57,0.1563,986.04,EUR,45
2022-11-15,INV00014463,C0064,P025,5,503.87,0.0779,2323.13,EUR,15
2022-11-15,INV00014464,C0104,P012,3,476.78,0.0779,1318.9,EUR,60
2022-11-15,INV00014465,C0116,P012,2,476.78,0.0753,881.8,EUR,30
2022-11-15,INV00014466,C0100,P004,2,265.7,0.1116,472.08,EUR,30
2022-11-15,INV00014467,C0052,P009,1,133.87,0.098,120.75,EUR,30
2022-11-15,INV00014468,C0074,P035,1,159.46,0.0011,159.28,EUR,45
2022-11-15,INV00014469,C0085,P014,1,389.57,0.0166,383.1,EUR,30
2022-11-15,INV00014470,C0065,P022,3,432.16,0.0969,1170.84,EUR,60
2022-11-15,INV00014471,C0075,P035,1,159.46,0.0519,151.19,EUR,45
2022-11-15,INV00014472,C0110,P023,2,151.14,0.0545,285.81,EUR,30
2022-11-15,INV00014473,C0075,P024,4,365.58,0.0723,1356.57,EUR,30
2022-11-15,INV00014474,C0119,P015,1,268.29,0.0862,245.15,EUR,45
2022-11-16,INV00014475,C0080,P013,1,105.28,0.0177,103.42,EUR,45
2022-11-16,INV00014476,C0060,P013,1,105.28,0.1189,92.77,EUR,0
2022-11-16,INV00014477,C0018,P013,2,105.28,0.0186,206.65,EUR,30
2022-11-16,INV00014478,C0005,P016,2,135.76,0.096,245.46,EUR,15
2022-11-16,INV00014479,C0075,P031,2,893.72,0.0783,1647.56,EUR,45
2022-11-16,INV00014480,C0024,P010,2,149.74,0.0436,286.43,EUR,30
2022-11-17,INV00014481,C0046,P015,1,268.29,0.0,268.29,EUR,0
2022-11-17,INV00014482,C0052,P019,1,132.08,0.0489,125.62,EUR,30
2022-11-17,INV00014483,C0071,P011,1,439.8,0.0252,428.74,EUR,0
2022-11-17,INV00014484,C0041,P005,2,609.82,0.0758,1127.22,EUR,30
2022-11-17,INV00014485,C0076,P016,1,135.76,0.0,135.76,EUR,15
2022-11-17,INV00014486,C0031,P025,1,503.87,0.0413,483.08,EUR,30
2022-11-17,INV00014487,C0025,P020,1,718.33,0.0563,677.9,EUR,45
2022-11-17,INV00014488,C0065,P012,4,476.78,0.1011,1714.26,EUR,30
2022-11-17,INV00014489,C0064,P008,1,1134.56,0.0494,1078.48,EUR,15
2022-11-18,INV00014490,C0036,P023,2,151.14,0.01,299.26,EUR,15
2022-11-18,INV00014491,C0072,P006,2,278.66,0.0194,546.48,EUR,30
2022-11-18,INV00014492,C0020,P017,1,286.97,0.15,243.93,EUR,45
2022-11-18,INV00014493,C0079,P033,2,1052.88,0.0653,1968.27,EUR,15
2022-11-18,INV00014494,C0071,P017,4,286.97,0.0,1147.88,EUR,45
2022-11-18,INV00014495,C0044,P011,1,439.8,0.1628,368.22,EUR,30
2022-11-18,INV00014496,C0001,P026,2,1216.68,0.0484,2315.7,EUR,45
2022-11-18,INV00014497,C0120,P018,3,985.92,0.1321,2567.15,EUR,45
2022-11-18,INV00014498,C0034,P019,1,132.08,0.2008,105.56,EUR,45
2022-11-18,INV00014499,C0014,P028,2,273.69,0.132,475.14,EUR,15
2022-11-19,INV00014500,C0099,P027,1,352.72,0.0053,350.85,EUR,45
2022-11-19,INV00014501,C0084,P020,2,718.33,0.0458,1370.91,EUR,15
2022-11-19,INV00014502,C0048,P021,1,746.09,0.0832,683.98,EUR,30
2022-11-19,INV00014503,C0014,P002,2,91.99,0.0518,174.45,EUR,45
2022-11-19,INV00014504,C0100,P005,2,609.82,0.1873,991.23,EUR,30
2022-11-19,INV00014505,C0047,P010,1,149.74,0.0771,138.2,EUR,30
2022-11-19,INV00014506,C0014,P035,1,159.46,0.0817,146.43,EUR,30
2022-11-19,INV00014507,C0115,P013,5,105.28,0.0362,507.35,EUR,30
2022-11-19,INV00014508,C0094,P002,1,91.99,0.0977,83.01,EUR,30
2022-11-19,INV00014509,C0100,P023,1,151.14,0.0988,136.21,EUR,15
2022-11-20,INV00014510,C0014,P021,3,746.09,0.1158,1979.06,EUR,30
2022-11-20,INV00014511,C0008,P023,4,151.14,0.1493,514.28,EUR,30
2022-11-20,INV00014512,C0033,P003,3,422.8,0.0957,1147.05,EUR,15
2022-11-20,INV00014513,C0005,P004,1,265.7,0.0,265.7,EUR,45
2022-11-20,INV00014514,C0064,P002,1,91.99,0.1178,81.16,EUR,15
2022-11-20,INV00014515,C0118,P009,3,133.87,0.0312,389.1,EUR,30
2022-11-20,INV00014516,C0006,P007,3,479.93,0.1218,1264.48,EUR,30
2022-11-20,INV00014517,C0065,P026,4,1216.68,0.0587,4581.22,EUR,30
2022-11-20,INV00014518,C0037,P024,2,365.58,0.0298,709.36,EUR,45
2022-11-20,INV00014519,C0012,P018,3,985.92,0.086,2703.48,EUR,0
2022-11-20,INV00014520,C0059,P004,1,265.7,0.0071,263.82,EUR,0
2022-11-20,INV00014521,C0070,P022,1,432.16,0.0781,398.42,EUR,15
2022-11-20,INV00014522,C0010,P017,1,286.97,0.0295,278.52,EUR,30
2022-11-20,INV00014523,C0107,P025,3,503.87,0.0966,1365.61,EUR,60
2022-11-20,INV00014524,C0035,P034,1,420.1,0.1132,372.53,EUR,60
2022-11-21,INV00014525,C0072,P018,1,985.92,0.0576,929.1,EUR,30
2022-11-21,INV00014526,C0023,P005,3,609.82,0.0402,1755.9,EUR,30
2022-11-21,INV00014527,C0012,P006,4,278.66,0.0597,1048.05,EUR,15
2022-11-21,INV00014528,C0030,P004,2,265.7,0.0198,520.86,EUR,30
2022-11-21,INV00014529,C0058,P028,2,273.69,0.1307,475.85,EUR,30
2022-11-21,INV00014530,C0059,P029,1,685.26,0.0,685.26,EUR,30
2022-11-21,INV00014531,C0043,P008,3,1134.56,0.0,3403.68,EUR,45
2022-11-21,INV00014532,C0115,P028,2,273.69,0.1156,484.12,EUR,0
2022-11-21,INV00014533,C0031,P031,1,893.72,0.0563,843.41,EUR,15
2022-11-21,INV00014534,C0078,P004,1,265.7,0.08,244.44,EUR,30
2022-11-22,INV00014535,C0046,P029,1,685.26,0.1274,597.94,EUR,45
2022-11-22,INV00014536,C0059,P027,2,352.72,0.0096,698.7,EUR,45
2022-11-22,INV00014537,C0101,P024,5,365.58,0.0297,1773.55,EUR,30
2022-11-22,INV00014538,C0068,P019,1,132.08,0.0,132.08,EUR,30
2022-11-22,INV00014539,C0115,P002,2,91.99,0.1869,149.6,EUR,15
2022-11-22,INV00014540,C0043,P002,3,91.99,0.0675,257.34,EUR,45
2022-11-22,INV00014541,C0040,P010,2,149.74,0.0,299.48,EUR,45
2022-11-22,INV00014542,C0022,P025,2,503.87,0.0103,997.36,EUR,30
2022-11-22,INV00014543,C0055,P029,2,685.26,0.0785,1262.95,EUR,15
2022-11-22,INV00014544,C0109,P009,4,133.87,0.0704,497.8,EUR,15
2022-11-22,INV00014545,C0086,P001,1,508.53,0.2173,398.01,EUR,30
2022-11-22,INV00014546,C0008,P019,2,132.08,0.0412,253.28,EUR,30
2022-11-22,INV00014547,C0098,P012,3,476.78,0.1711,1185.66,EUR,45
2022-11-22,INV00014548,C0035,P028,1,273.69,0.0,273.69,EUR,30
2022-11-22,INV00014549,C0085,P023,4,151.14,0.0454,577.1,EUR,60
2022-11-22,INV00014550,C0103,P014,1,389.57,0.1134,345.4,EUR,30
2022-11-22,INV00014551,C0040,P018,3,985.92,0.1677,2461.65,EUR,15
2022-11-23,INV00014552,C0108,P031,1,893.72,0.0508,848.34,EUR,30
2022-11-23,INV00014553,C0047,P032,1,149.04,0.0208,145.94,EUR,30
2022-11-23,INV00014554,C0052,P025,1,503.87,0.0486,479.39,EUR,30
2022-11-23,INV00014555,C0060,P032,1,149.04,0.104,133.54,EUR,15
2022-11-23,INV00014556,C0006,P020,2,718.33,0.1107,1277.56,EUR,30
2022-11-23,INV00014557,C0022,P031,1,893.72,0.1094,795.94,EUR,30
2022-11-23,INV00014558,C0019,P020,1,718.33,0.0,718.33,EUR,60
2022-11-23,INV00014559,C0074,P021,1,746.09,0.0703,693.67,EUR,60
2022-11-23,INV00014560,C0089,P003,5,422.8,0.0577,1992.1,EUR,45
2022-11-23,INV00014561,C0056,P006,1,278.66,0.0418,267.01,EUR,0
2022-11-23,INV00014562,C0108,P006,2,278.66,0.0178,547.38,EUR,45
2022-11-23,INV00014563,C0006,P016,2,135.76,0.0493,258.13,EUR,0
2022-11-23,INV00014564,C0035,P007,1,479.93,0.0,479.93,EUR,15
2022-11-24,INV00014565,C0110,P008,3,1134.56,0.0253,3317.51,EUR,30
2022-11-24,INV00014566,C0029,P012,3,476.78,0.0262,1392.89,EUR,45
2022-11-24,INV00014567,C0078,P031,1,893.72,0.1926,721.6,EUR,30
2022-11-24,INV00014568,C0119,P007,1,479.93,0.0903,436.57,EUR,30
2022-11-24,INV00014569,C0005,P018,1,985.92,0.1244,863.32,EUR,30
2022-11-24,INV00014570,C0049,P034,1,420.1,0.0377,404.28,EUR,15
2022-11-24,INV00014571,C0020,P007,2,479.93,0.0662,896.35,EUR,45
2022-11-24,INV00014572,C0032,P011,2,439.8,0.1701,730.01,EUR,0
2022-11-24,INV00014573,C0094,P005,4,609.82,0.0184,2394.3,EUR,30
2022-11-24,INV00014574,C0119,P028,2,273.69,0.0625,513.15,EUR,30
2022-11-24,INV00014575,C0069,P001,4,508.53,0.0161,2001.33,EUR,30
2022-11-24,INV00014576,C0014,P018,3,985.92,0.0584,2785.07,EUR,30
2022-11-25,INV00014577,C0057,P020,1,718.33,0.1144,636.16,EUR,45
2022-11-25,INV00014578,C0055,P018,2,985.92,0.0528,1867.78,EUR,15
2022-11-25,INV00014579,C0085,P025,2,503.87,0.186,820.32,EUR,45
2022-11-25,INV00014580,C0026,P004,1,265.7,0.049,252.67,EUR,30
2022-11-25,INV00014581,C0115,P009,2,133.87,0.1259,234.04,EUR,30
2022-11-25,INV00014582,C0066,P001,3,508.53,0.0076,1514.01,EUR,60
2022-11-25,INV00014583,C0063,P017,2,286.97,0.0868,524.13,EUR,30
2022-11-25,INV00014584,C0060,P023,1,151.14,0.0777,139.39,EUR,30
2022-11-25,INV00014585,C0113,P013,2,105.28,0.0,210.56,EUR,30
2022-11-25,INV00014586,C0057,P015,2,268.29,0.0717,498.11,EUR,15
2022-11-25,INV00014587,C0087,P018,2,985.92,0.0,1971.84,EUR,0
2022-11-25,INV00014588,C0106,P032,1,149.04,0.0969,134.6,EUR,0
2022-11-25,INV00014589,C0016,P002,2,91.99,0.0,183.98,EUR,30
2022-11-25,INV00014590,C0039,P023,2,151.14,0.0978,272.73,EUR,45
2022-11-25,INV00014591,C0073,P032,1,149.04,0.1238,130.58,EUR,15
2022-11-26,INV00014592,C0008,P035,3,159.46,0.0,478.38,EUR,0
2022-11-26,INV00014593,C0029,P016,2,135.76,0.0498,258.01,EUR,0
2022-11-26,INV00014594,C0015,P018,1,985.92,0.0651,921.78,EUR,30
2022-11-26,INV00014595,C0094,P035,1,159.46,0.0037,158.87,EUR,60
2022-11-26,INV00014596,C0008,P016,1,135.76,0.1403,116.71,EUR,15
2022-11-26,INV00014597,C0100,P021,2,746.09,0.1519,1265.54,EUR,30
2022-11-26,INV00014598,C0070,P021,1,746.09,0.1065,666.62,EUR,30
2022-11-26,INV00014599,C0105,P033,5,1052.88,0.0523,4989.11,EUR,15
2022-11-26,INV00014600,C0035,P006,1,278.66,0.0327,269.56,EUR,30
2022-11-27,INV00014601,C0010,P007,3,479.93,0.1088,1283.17,EUR,30
2022-11-27,INV00014602,C0046,P028,4,273.69,0.1025,982.6,EUR,30
2022-11-27,INV00014603,C0070,P006,1,278.66,0.0,278.66,EUR,0
2022-11-27,INV00014604,C0072,P008,2,1134.56,0.1078,2024.45,EUR,30
2022-11-27,INV00014605,C0067,P023,1,151.14,0.0413,144.9,EUR,15
2022-11-27,INV00014606,C0074,P010,2,149.74,0.0,299.48,EUR,45
2022-11-27,INV00014607,C0086,P034,1,420.1,0.1117,373.19,EUR,45
2022-11-27,INV00014608,C0086,P034,1,420.1,0.063,393.62,EUR,30
2022-11-27,INV00014609,C0040,P006,1,278.66,0.0096,275.97,EUR,30
2022-11-27,INV00014610,C0078,P023,2,151.14,0.0175,296.99,EUR,0
2022-11-27,INV00014611,C0120,P018,1,985.92,0.0158,970.37,EUR,15
2022-11-27,INV00014612,C0075,P012,1,476.78,0.0,476.78,EUR,15
2022-11-27,INV00014613,C0099,P016,3,135.76,0.0469,388.19,EUR,15
2022-11-27,INV00014614,C0084,P010,1,149.74,0.0762,138.32,EUR,30
2022-11-27,INV00014615,C0015,P006,3,278.66,0.0739,774.24,EUR,30
2022-11-27,INV00014616,C0010,P027,1,352.72,0.0,352.72,EUR,15
2022-11-28,INV00014617,C0047,P024,3,365.58,0.0559,1035.43,EUR,30
2022-11-28,INV00014618,C0107,P005,4,609.82,0.0344,2355.29,EUR,0
2022-11-28,INV00014619,C0028,P027,2,352.72,0.1035,632.41,EUR,30
2022-11-28,INV00014620,C0103,P016,2,135.76,0.1096,241.76,EUR,30
2022-11-28,INV00014621,C0120,P022,3,432.16,0.0461,1236.73,EUR,0
2022-11-28,INV00014622,C0030,P034,3,420.1,0.0433,1205.73,EUR,30
2022-11-28,INV00014623,C0079,P018,1,985.92,0.0615,925.29,EUR,15
