expense_id,date,category,department,vendor,amount_mad,currency,type
EXP000002625,2022-10-13,Software,IT,Maroc Telecom,2109.31,MAD,Variable
EXP000002626,2022-10-14,Supplies,Operations,Meta,120.52,MAD,Variable
EXP000002627,2022-10-15,Supplies,Operations,KPMG,1725.28,MAD,Variable
EXP000002628,2022-10-15,Supplies,Operations,DHL,1488.03,MAD,Variable
EXP000002629,2022-10-16,Supplies,Operations,DHL,320.82,MAD,Variable
EXP000002630,2022-10-16,Logistics,Operations,Maroc Telecom,67.44,MAD,Variable
EXP000002631,2022-10-17,Taxes,Admin,KPMG,202.88,MAD,Variable
EXP000002632,2022-10-17,Software,IT,KPMG,549.84,MAD,Variable
EXP000002633,2022-10-18,Logistics,Operations,Air Maroc,1636.43,MAD,Variable
EXP000002634,2022-10-19,Travel,Operations,Maroc Telecom,229.05,MAD,Variable
EXP000002635,2022-10-19,Supplies,Operations,Local supplier,1587.94,MAD,Variable
EXP000002636,2022-10-19,Software,IT,Local supplier,815.62,MAD,Variable
EXP000002637,2022-10-20,Logistics,Operations,Maroc Telecom,982.64,MAD,Variable
EXP000002638,2022-10-21,Taxes,Admin,Tax authority,393.92,MAD,Variable
EXP000002639,2022-10-22,Software,IT,Tax authority,1310.78,MAD,Variable
EXP000002640,2022-10-22,Travel,Operations,Local supplier,1486.31,MAD,Variable
EXP000002641,2022-10-23,ProfessionalServices,Admin,ONCF,2408.08,MAD,Variable
EXP000002642,2022-10-23,Utilities,Facilities,ONCF,1279.68,MAD,Variable
EXP000002643,2022-10-24,Supplies,Operations,Tax authority,1690.53,MAD,Variable
EXP000002644,2022-10-27,Taxes,Admin,Air Maroc,548.44,MAD,Variable
EXP000002645,2022-10-27,Logistics,Operations,Local supplier,628.31,MAD,Variable
EXP000002646,2022-10-28,Salaries,RH,Payroll,47575.31,MAD,Fixed
EXP000002647,2022-10-28,Software,IT,Deloitte,829.19,MAD,Variable
EXP000002648,2022-10-28,Logistics,Operations,Local supplier,1796.83,MAD,Variable
EXP000002649,2022-10-28,Travel,Operations,Microsoft,50.0,MAD,Variable
EXP000002650,2022-10-29,Logistics,Operations,KPMG,1598.92,MAD,Variable
EXP000002651,2022-10-29,Software,IT,Meta,1926.06,MAD,Variable
EXP000002652,2022-10-30,Salaries,RH,Payroll,41988.79,MAD,Fixed
EXP000002653,2022-10-30,Supplies,Operations,Air Maroc,2082.23,MAD,Variable
EXP000002654,2022-10-30,Taxes,Admin,Google,392.59,MAD,Variable
EXP000002655,2022-10-30,Supplies,Operations,Microsoft,1438.78,MAD,Variable
EXP000002656,2022-10-31,Salaries,RH,Payroll,41353.29,MAD,Fixed
EXP000002657,2022-10-31,Utilities,Facilities,Local supplier,1917.22,MAD,Variable
EXP000002658,2022-10-31,Taxes,Admin,DHL,159.79,MAD,Variable
EXP000002659,2022-11-01,Rent,Facilities,Office landlord,12483.14,MAD,Fixed
EXP000002660,2022-11-01,Software,IT,AWS,4713.72,MAD,Fixed
EXP000002661,2022-11-01,Taxes,Admin,Local supplier,991.32,MAD,Variable
EXP000002662,2022-11-02,ProfessionalServices,Admin,Maroc Telecom,597.33,MAD,Variable
EXP000002663,2022-11-02,ProfessionalServices,Admin,Google,541.39,MAD,Variable
EXP000002664,2022-11-02,Utilities,Facilities,Office landlord,1286.83,MAD,Variable
EXP000002665,2022-11-03,Utilities,Facilities,Google,468.6,MAD,Variable
EXP000002666,2022-11-03,Marketing,Growth,Deloitte,821.09,MAD,Variable
EXP000002667,2022-11-03,Software,IT,Orange,1088.99,MAD,Variable
EXP000002668,2022-11-04,Utilities,Facilities,KPMG,821.17,MAD,Variable
EXP000002669,2022-11-04,Travel,Operations,KPMG,306.6,MAD,Variable
EXP000002670,2022-11-04,Utilities,Facilities,Microsoft,50.0,MAD,Variable
EXP000002671,2022-11-05,Software,IT,Maroc Telecom,1296.88,MAD,Variable
EXP000002672,2022-11-06,Logistics,Operations,DHL,842.46,MAD,Variable
EXP000002673,2022-11-06,Taxes,Admin,KPMG,857.6,MAD,Variable
EXP000002674,2022-11-07,Logistics,Operations,Google,1344.79,MAD,Variable
EXP000002675,2022-11-07,ProfessionalServices,Admin,Deloitte,203.52,MAD,Variable
EXP000002676,2022-11-09,Utilities,Facilities,Meta,267.9,MAD,Variable
EXP000002677,2022-11-11,Marketing,Growth,Google,60.52,MAD,Variable
EXP000002678,2022-11-11,Marketing,Growth,Microsoft,2210.16,MAD,Variable
EXP000002679,2022-11-12,Taxes,Admin,Microsoft,602.87,MAD,Variable
EXP000002680,2022-11-13,Travel,Operations,AWS,1584.39,MAD,Variable
EXP000002681,2022-11-13,ProfessionalServices,Admin,Tax authority,931.79,MAD,Variable
EXP000002682,2022-11-13,Taxes,Admin,Google,448.32,MAD,Variable
EXP000002683,2022-11-13,ProfessionalServices,Admin,Meta,742.52,MAD,Variable
EXP000002684,2022-11-14,Utilities,Facilities,KPMG,681.69,MAD,Variable
EXP000002685,2022-11-14,ProfessionalServices,Admin,Maroc Telecom,1211.23,MAD,Variable
EXP000002686,2022-11-14,Marketing,Growth,Deloitte,1204.38,MAD,Variable
EXP000002687,2022-11-15,Supplies,Operations,Tax authority,612.61,MAD,Variable
EXP000002688,2022-11-15,Supplies,Operations,Maroc Telecom,2008.0,MAD,Variable
EXP000002689,2022-11-15,Software,IT,Air Maroc,521.59,MAD,Variable
EXP000002690,2022-11-16,ProfessionalServices,Admin,Deloitte,1095.92,MAD,Variable
EXP000002691,2022-11-16,Logistics,Operations,Google,970.95,MAD,Variable
EXP000002692,2022-11-16,Marketing,Growth,DHL,1073.96,MAD,Variable
EXP000002693,2022-11-17,Marketing,Growth,Air Maroc,1524.46,MAD,Variable
EXP000002694,2022-11-17,Travel,Operations,Meta,2398.15,MAD,Variable
EXP000002695,2022-11-19,Supplies,Operations,KPMG,978.0,MAD,Variable
EXP000002696,2022-11-19,Travel,Operations,ONCF,1827.42,MAD,Variable
EXP000002697,2022-11-20,ProfessionalServices,Admin,Maroc Telecom,869.73,MAD,Variable
EXP000002698,2022-11-21,Software,IT,Google,710.94,MAD,Variable
EXP000002699,2022-11-21,ProfessionalServices,Admin,Orange,177.7,MAD,Variable
EXP000002700,2022-11-21,ProfessionalServices,Admin,Maroc Telecom,2337.26,MAD,Variable
EXP000002701,2022-11-21,Supplies,Operations,Meta,542.61,MAD,Variable
EXP000002702,2022-11-22,Marketing,Growth,Microsoft,1481.69,MAD,Variable
EXP000002703,2022-11-23,ProfessionalServices,Admin,AWS,774.91,MAD,Variable
EXP000002704,2022-11-23,ProfessionalServices,Admin,Microsoft,71.42,MAD,Variable
EXP000002705,2022-11-24,Supplies,Operations,DHL,232.75,MAD,Variable
EXP000002706,2022-11-24,Supplies,Operations,Tax authority,814.1,MAD,Variable
EXP000002707,2022-11-25,ProfessionalServices,Admin,Local supplier,660.82,MAD,Variable
EXP000002708,2022-11-26,Supplies,Operations,Maroc Telecom,1901.25,MAD,Variable
EXP000002709,2022-11-27,Marketing,Growth,Tax authority,579.04,MAD,Variable
EXP000002710,2022-11-27,Utilities,Facilities,DHL,1931.47,MAD,Variable
EXP000002711,2022-11-27,Taxes,Admin,Tax authority,89.56,MAD,Variable
EXP000002712,2022-11-27,Software,IT,Google,1646.42,MAD,Variable
EXP000002713,2022-11-27,Travel,Operations,Google,1176.55,MAD,Variable
EXP000002714,2022-11-28,Salaries,RH,Payroll,35462.47,MAD,Fixed
EXP000002715,2022-11-28,Software,IT,Office landlord,589.81,MAD,Variable
EXP000002716,2022-11-29,Software,IT,Local supplier,1069.62,MAD,Variable
EXP000002717,2022-11-29,Logistics,Operations,ONCF,560.42,MAD,Variable
EXP000002718,2022-11-30,Salaries,RH,Payroll,38143.01,MAD,Fixed
EXP000002719,2022-12-01,Rent,Facilities,Office landlord,11263.31,MAD,Fixed
EXP000002720,2022-12-01,Software,IT,Microsoft,5761.27,MAD,Fixed
EXP000002721,2022-12-01,ProfessionalServices,Admin,Air Maroc,972.53,MAD,Variable
EXP000002722,2022-12-01,Utilities,Facilities,AWS,446.89,MAD,Variable
EXP000002723,2022-12-01,Supplies,Operations,ONCF,1897.62,MAD,Variable
EXP000002724,2022-12-01,ProfessionalServices,Admin,Orange,1256.37,MAD,Variable
EXP000002725,2022-12-02,ProfessionalServices,Admin,Air Maroc,344.29,MAD,Variable
EXP000002726,2022-12-02,Supplies,Operations,Orange,339.32,MAD,Variable
EXP000002727,2022-12-03,Software,IT,Google,626.51,MAD,Variable
EXP000002728,2022-12-03,Logistics,Operations,Maroc Telecom,1272.66,MAD,Variable
EXP000002729,2022-12-04,Software,IT,Orange,736.04,MAD,Variable
EXP000002730,2022-12-04,Taxes,Admin,Orange,742.4,MAD,Variable
EXP000002731,2022-12-05,Taxes,Admin,Air Maroc,1911.8,MAD,Variable
EXP000002732,2022-12-05,Supplies,Operations,ONCF,194.06,MAD,Variable
EXP000002733,2022-12-06,Logistics,Operations,Air Maroc,1125.6,MAD,Variable
EXP000002734,2022-12-08,Marketing,Growth,Orange,1009.06,MAD,Variable
EXP000002735,2022-12-08,Taxes,Admin,ONCF,1388.65,MAD,Variable
EXP000002736,2022-12-09,Taxes,Admin,KPMG,673.31,MAD,Variable
EXP000002737,2022-12-09,Taxes,Admin,ONCF,598.84,MAD,Variable
EXP000002738,2022-12-09,Supplies,Operations,Local supplier,1617.6,MAD,Variable
EXP000002739,2022-12-09,Marketing,Growth,Air Maroc,2231.97,MAD,Variable
EXP000002740,2022-12-09,Supplies,Operations,Google,1453.95,MAD,Variable
EXP000002741,2022-12-10,Taxes,Admin,Orange,798.35,MAD,Variable
EXP000002742,2022-12-10,ProfessionalServices,Admin,Tax authority,1229.63,MAD,Variable
EXP000002743,2022-12-10,Utilities,Facilities,Microsoft,707.77,MAD,Variable
EXP000002744,2022-12-12,Travel,Operations,Maroc Telecom,1009.61,MAD,Variable
EXP000002745,2022-12-12,Software,IT,Local supplier,752.04,MAD,Variable
EXP000002746,2022-12-13,Travel,Operations,DHL,1381.43,MAD,Variable
EXP000002747,2022-12-13,Travel,Operations,Local supplier,1244.46,MAD,Variable
EXP000002748,2022-12-13,ProfessionalServices,Admin,Office landlord,454.93,MAD,Variable
EXP000002749,2022-12-14,Travel,Operations,Office landlord,561.05,MAD,Variable
EXP000002750,2022-12-14,Logistics,Operations,ONCF,697.68,MAD,Variable
EXP000002751,2022-12-15,Taxes,Admin,KPMG,1104.43,MAD,Variable
EXP000002752,2022-12-16,Travel,Operations,Orange,272.79,MAD,Variable
EXP000002753,2022-12-16,Software,IT,Microsoft,931.81,MAD,Variable
EXP000002754,2022-12-17,Travel,Operations,Tax authority,1367.4,MAD,Variable
EXP000002755,2022-12-17,Travel,Operations,AWS,131.87,MAD,Variable
EXP000002756,2022-12-18,Logistics,Operations,KPMG,184.7,MAD,Variable
EXP000002757,2022-12-18,Software,IT,Air Maroc,486.97,MAD,Variable
EXP000002758,2022-12-19,ProfessionalServices,Admin,AWS,1369.13,MAD,Variable
EXP000002759,2022-12-19,ProfessionalServices,Admin,Office landlord,1510.41,MAD,Variable
EXP000002760,2022-12-20,Supplies,Operations,Microsoft,1166.86,MAD,Variable
EXP000002761,2022-12-21,Utilities,Facilities,Air Maroc,1058.66,MAD,Variable
EXP000002762,2022-12-22,Supplies,Operations,Google,282.01,MAD,Variable
EXP000002763,2022-12-23,Travel,Operations,Meta,1296.35,MAD,Variable
EXP000002764,2022-12-23,Software,IT,ONCF,1447.8,MAD,Variable
EXP000002765,2022-12-23,Utilities,Facilities,Office landlord,1506.64,MAD,Variable
EXP000002766,2022-12-24,Supplies,Operations,Orange,944.29,MAD,Variable
EXP000002767,2022-12-25,Logistics,Operations,Tax authority,1431.96,MAD,Variable
EXP000002768,2022-12-26,Travel,Operations,Microsoft,1597.62,MAD,Variable
EXP000002769,2022-12-26,Logistics,Operations,Deloitte,1124.77,MAD,Variable
EXP000002770,2022-12-26,Marketing,Growth,Orange,199.03,MAD,Variable
EXP000002771,2022-12-26,Travel,Operations,Local supplier,588.24,MAD,Variable
EXP000002772,2022-12-27,Taxes,Admin,ONCF,1829.28,MAD,Variable
EXP000002773,2022-12-27,Taxes,Admin,Tax authority,1126.02,MAD,Variable
EXP000002774,2022-12-28,Salaries,RH,Payroll,45153.83,MAD,Fixed
EXP000002775,2022-12-28,Supplies,Operations,Tax authority,912.02,MAD,Variable
EXP000002776,2022-12-29,Utilities,Facilities,Local supplier,1389.77,MAD,Variable
EXP000002777,2022-12-29,Utilities,Facilities,DHL,968.85,MAD,Variable
EXP000002778,2022-12-30,Salaries,RH,Payroll,39064.32,MAD,Fixed
EXP000002779,2022-12-30,ProfessionalServices,Admin,ONCF,1410.55,MAD,Variable
EXP000002780,2022-12-30,Utilities,Facilities,Meta,538.58,MAD,Variable
EXP000002781,2022-12-30,Supplies,Operations,Google,1899.08,MAD,Variable
EXP000002782,2022-12-31,Salaries,RH,Payroll,52559.85,MAD,Fixed
EXP000002783,2022-12-31,Marketing,Growth,Air Maroc,618.59,MAD,Variable
EXP000002784,2022-12-31,Travel,Operations,Microsoft,624.45,MAD,Variable
EXP000002785,2023-01-01,Rent,Facilities,Office landlord,11979.9,MAD,Fixed
EXP000002786,2023-01-01,Software,IT,AWS,2942.42,MAD,Fixed
EXP000002787,2023-01-01,Taxes,Admin,Tax authority,687.28,MAD,Variable
EXP000002788,2023-01-01,Taxes,Admin,AWS,478.79,MAD,Variable
EXP000002789,2023-01-02,Travel,Operations,AWS,223.48,MAD,Variable
EXP000002790,2023-01-02,Taxes,Admin,Orange,1385.16,MAD,Variable
EXP000002791,2023-01-02,Marketing,Growth,KPMG,751.97,MAD,Variable
EXP000002792,2023-01-03,Taxes,Admin,Local supplier,295.96,MAD,Variable
EXP000002793,2023-01-03,ProfessionalServices,Admin,Microsoft,1743.26,MAD,Variable
EXP000002794,2023-01-03,Software,IT,Orange,780.94,MAD,Variable
EXP000002795,2023-01-04,ProfessionalServices,Admin,Maroc Telecom,50.0,MAD,Variable
EXP000002796,2023-01-04,Travel,Operations,Air Maroc,1508.46,MAD,Variable
EXP000002797,2023-01-05,Taxes,Admin,AWS,376.5,MAD,Variable
EXP000002798,2023-01-05,ProfessionalServices,Admin,Deloitte,2767.17,MAD,Variable
EXP000002799,2023-01-06,Marketing,Growth,Microsoft,306.39,MAD,Variable
EXP000002800,2023-01-06,Supplies,Operations,KPMG,763.15,MAD,Variable
EXP000002801,2023-01-06,Taxes,Admin,Deloitte,467.69,MAD,Variable
EXP000002802,2023-01-06,ProfessionalServices,Admin,Meta,347.86,MAD,Variable
EXP000002803,2023-01-08,Supplies,Operations,Office landlord,260.35,MAD,Variable
EXP000002804,2023-01-08,Marketing,Growth,Maroc Telecom,1677.74,MAD,Variable
EXP000002805,2023-01-09,Taxes,Admin,ONCF,1578.11,MAD,Variable
EXP000002806,2023-01-10,Travel,Operations,Air Maroc,2633.2,MAD,Variable
EXP000002807,2023-01-10,Marketing,Growth,Air Maroc,1184.24,MAD,Variable
EXP000002808,2023-01-10,Utilities,Facilities,DHL,1024.03,MAD,Variable
EXP000002809,2023-01-12,Taxes,Admin,Air Maroc,487.08,MAD,Variable
EXP000002810,2023-01-12,Utilities,Facilities,Maroc Telecom,1087.35,MAD,Variable
EXP000002811,2023-01-13,Supplies,Operations,Local supplier,795.81,MAD,Variable
EXP000002812,2023-01-13,ProfessionalServices,Admin,KPMG,158.93,MAD,Variable
EXP000002813,2023-01-14,Travel,Operations,Maroc Telecom,1501.9,MAD,Variable
EXP000002814,2023-01-14,Logistics,Operations,Maroc Telecom,1176.16,MAD,Variable
EXP000002815,2023-01-14,Marketing,Growth,Tax authority,909.13,MAD,Variable
EXP000002816,2023-01-15,Travel,Operations,Tax authority,876.02,MAD,Variable
EXP000002817,2023-01-15,Travel,Operations,Deloitte,2103.75,MAD,Variable
EXP000002818,2023-01-15,Travel,Operations,Microsoft,975.98,MAD,Variable
EXP000002819,2023-01-16,Travel,Operations,KPMG,880.32,MAD,Variable
EXP000002820,2023-01-16,Supplies,Operations,Meta,745.77,MAD,Variable
EXP000002821,2023-01-16,ProfessionalServices,Admin,Microsoft,950.92,MAD,Variable
EXP000002822,2023-01-17,Marketing,Growth,ONCF,169.98,MAD,Variable
EXP000002823,2023-01-17,Travel,Operations,Orange,1675.37,MAD,Variable
EXP000002824,2023-01-18,Software,IT,KPMG,320.27,MAD,Variable
EXP000002825,2023-01-19,Supplies,Operations,Maroc Telecom,1010.35,MAD,Variable
EXP000002826,2023-01-20,Travel,Operations,Office landlord,1144.96,MAD,Variable
EXP000002827,2023-01-20,Marketing,Growth,DHL,590.86,MAD,Variable
EXP000002828,2023-01-21,Logistics,Operations,AWS,700.67,MAD,Variable
EXP000002829,2023-01-21,Taxes,Admin,KPMG,1226.82,MAD,Variable
EXP000002830,2023-01-21,Supplies,Operations,Deloitte,462.22,MAD,Variable
EXP000002831,2023-01-21,Software,IT,Office landlord,160.98,MAD,Variable
EXP000002832,2023-01-22,Software,IT,DHL,444.75,MAD,Variable
EXP000002833,2023-01-23,Supplies,Operations,Deloitte,1628.22,MAD,Variable
EXP000002834,2023-01-23,Taxes,Admin,KPMG,507.12,MAD,Variable
EXP000002835,2023-01-24,Taxes,Admin,KPMG,427.4,MAD,Variable
EXP000002836,2023-01-24,Supplies,Operations,Tax authority,501.49,MAD,Variable
EXP000002837,2023-01-25,Travel,Operations,Google,937.32,MAD,Variable
EXP000002838,2023-01-25,ProfessionalServices,Admin,Google,572.68,MAD,Variable
EXP000002839,2023-01-25,Logistics,Operations,Maroc Telecom,133.94,MAD,Variable
EXP000002840,2023-01-25,Taxes,Admin,ONCF,1329.63,MAD,Variable
EXP000002841,2023-01-28,Salaries,RH,Payroll,37331.03,MAD,Fixed
EXP000002842,2023-01-28,Supplies,Operations,Microsoft,1789.34,MAD,Variable
EXP000002843,2023-01-29,Supplies,Operations,Tax authority,313.08,MAD,Variable
EXP000002844,2023-01-29,Software,IT,DHL,1314.45,MAD,Variable
EXP000002845,2023-01-29,Utilities,Facilities,AWS,50.0,MAD,Variable
EXP000002846,2023-01-30,Salaries,RH,Payroll,34160.22,MAD,Fixed
EXP000002847,2023-01-30,Supplies,Operations,ONCF,2161.09,MAD,Variable
EXP000002848,2023-01-30,Supplies,Operations,Microsoft,375.49,MAD,Variable
EXP000002849,2023-01-30,ProfessionalServices,Admin,Microsoft,50.0,MAD,Variable
EXP000002850,2023-01-30,Taxes,Admin,DHL,1141.77,MAD,Variable
EXP000002851,2023-01-31,Salaries,RH,Payroll,47020.63,MAD,Fixed
EXP000002852,2023-01-31,Travel,Operations,Tax authority,320.5,MAD,Variable
EXP000002853,2023-02-01,Rent,Facilities,Office landlord,13462.97,MAD,Fixed
EXP000002854,2023-02-01,Software,IT,Microsoft,6526.85,MAD,Fixed
EXP000002855,2023-02-01,Travel,Operations,Deloitte,223.54,MAD,Variable
EXP000002856,2023-02-02,Software,IT,Tax authority,107.28,MAD,Variable
EXP000002857,2023-02-02,ProfessionalServices,Admin,Tax authority,1410.14,MAD,Variable
EXP000002858,2023-02-03,Travel,Operations,Tax authority,2038.8,MAD,Variable
EXP000002859,2023-02-03,Supplies,Operations,DHL,301.44,MAD,Variable
EXP000002860,2023-02-03,Software,IT,Air Maroc,423.84,MAD,Variable
EXP000002861,2023-02-04,Taxes,Admin,Microsoft,1847.02,MAD,Variable
EXP000002862,2023-02-04,ProfessionalServices,Admin,DHL,814.82,MAD,Variable
EXP000002863,2023-02-05,Marketing,Growth,AWS,620.05,MAD,Variable
EXP000002864,2023-02-06,Marketing,Growth,Meta,50.0,MAD,Variable
EXP000002865,2023-02-06,Utilities,Facilities,Deloitte,916.83,MAD,Variable
EXP000002866,2023-02-06,Travel,Operations,Air Maroc,483.57,MAD,Variable
EXP000002867,2023-02-07,Supplies,Operations,Microsoft,616.01,MAD,Variable
EXP000002868,2023-02-07,Travel,Operations,Microsoft,946.33,MAD,Variable
EXP000002869,2023-02-07,Taxes,Admin,Maroc Telecom,885.17,MAD,Variable
EXP000002870,2023-02-08,Supplies,Operations,ONCF,2018.97,MAD,Variable
EXP000002871,2023-02-09,Utilities,Facilities,Deloitte,209.47,MAD,Variable
EXP000002872,2023-02-09,Taxes,Admin,DHL,677.14,MAD,Variable
EXP000002873,2023-02-09,Supplies,Operations,Office landlord,402.29,MAD,Variable
EXP000002874,2023-02-09,Logistics,Operations,ONCF,1100.86,MAD,Variable
EXP000002875,2023-02-09,Taxes,Admin,Local supplier,1056.19,MAD,Variable
EXP000002876,2023-02-09,Travel,Operations,Tax authority,1526.67,MAD,Variable
EXP000002877,2023-02-09,ProfessionalServices,Admin,Air Maroc,50.0,MAD,Variable
EXP000002878,2023-02-10,Marketing,Growth,Orange,469.88,MAD,Variable
EXP000002879,2023-02-10,Travel,Operations,Local supplier,1340.45,MAD,Variable
EXP000002880,2023-02-10,Software,IT,Google,389.23,MAD,Variable
EXP000002881,2023-02-12,Marketing,Growth,Local supplier,457.43,MAD,Variable
EXP000002882,2023-02-12,Supplies,Operations,Office landlord,1921.45,MAD,Variable
EXP000002883,2023-02-13,Software,IT,Office landlord,661.01,MAD,Variable
EXP000002884,2023-02-13,Logistics,Operations,Deloitte,575.56,MAD,Variable
EXP000002885,2023-02-14,Utilities,Facilities,Google,2277.41,MAD,Variable
EXP000002886,2023-02-14,Utilities,Facilities,ONCF,319.28,MAD,Variable
EXP000002887,2023-02-16,Logistics,Operations,ONCF,82.92,MAD,Variable
EXP000002888,2023-02-16,Utilities,Facilities,Air Maroc,1105.4,MAD,Variable
EXP000002889,2023-02-16,Taxes,Admin,Office landlord,1427.92,MAD,Variable
EXP000002890,2023-02-17,ProfessionalServices,Admin,Tax authority,1431.99,MAD,Variable
EXP000002891,2023-02-19,Taxes,Admin,Deloitte,2174.45,MAD,Variable
EXP000002892,2023-02-19,Supplies,Operations,Air Maroc,1006.48,MAD,Variable
EXP000002893,2023-02-20,Utilities,Facilities,Local supplier,2660.51,MAD,Variable
EXP000002894,2023-02-20,Taxes,Admin,ONCF,799.15,MAD,Variable
EXP000002895,2023-02-20,Marketing,Growth,Tax authority,50.0,MAD,Variable
EXP000002896,2023-02-22,Marketing,Growth,Air Maroc,64.17,MAD,Variable
EXP000002897,2023-02-22,Taxes,Admin,Microsoft,1487.13,MAD,Variable
EXP000002898,2023-02-23,Taxes,Admin,DHL,588.88,MAD,Variable
EXP000002899,2023-02-23,Supplies,Operations,Maroc Telecom,233.9,MAD,Variable
EXP000002900,2023-02-23,Taxes,Admin,Air Maroc,1481.96,MAD,Variable
EXP000002901,2023-02-24,Software,IT,ONCF,1464.33,MAD,Variable
EXP000002902,2023-02-25,ProfessionalServices,Admin,Local supplier,1151.15,MAD,Variable
EXP000002903,2023-02-25,Taxes,Admin,DHL,1253.98,MAD,Variable
EXP000002904,2023-02-26,ProfessionalServices,Admin,KPMG,1347.93,MAD,Variable
EXP000002905,2023-02-27,Software,IT,ONCF,50.0,MAD,Variable
EXP000002906,2023-02-27,Software,IT,Maroc Telecom,77.03,MAD,Variable
EXP000002907,2023-02-27,ProfessionalServices,Admin,Microsoft,791.94,MAD,Variable
EXP000002908,2023-02-27,Travel,Operations,Local supplier,128.5,MAD,Variable
EXP000002909,2023-02-28,Salaries,RH,Payroll,34776.78,MAD,Fixed
EXP000002910,2023-02-28,ProfessionalServices,Admin,Meta,1265.26,MAD,Variable
EXP000002911,2023-02-28,Logistics,Operations,Office landlord,368.7,MAD,Variable
EXP000002912,2023-02-28,Software,IT,Local supplier,1892.18,MAD,Variable
EXP000002913,2023-03-01,Rent,Facilities,Office landlord,15547.48,MAD,Fixed
EXP000002914,2023-03-01,Software,IT,AWS,6996.5,MAD,Fixed
EXP000002915,2023-03-01,Travel,Operations,Orange,1045.91,MAD,Variable
EXP000002916,2023-03-01,Supplies,Operations,Maroc Telecom,184.52,MAD,Variable
EXP000002917,2023-03-02,Travel,Operations,ONCF,1347.34,MAD,Variable
EXP000002918,2023-03-02,Travel,Operations,DHL,894.03,MAD,Variable
EXP000002919,2023-03-03,Travel,Operations,ONCF,1832.67,MAD,Variable
EXP000002920,2023-03-03,Utilities,Facilities,Maroc Telecom,1491.92,MAD,Variable
EXP000002921,2023-03-04,Supplies,Operations,Air Maroc,1233.22,MAD,Variable
EXP000002922,2023-03-04,Taxes,Admin,Deloitte,424.97,MAD,Variable
EXP000002923,2023-03-04,Supplies,Operations,Office landlord,172.0,MAD,Variable
EXP000002924,2023-03-05,Travel,Operations,Deloitte,607.44,MAD,Variable
EXP000002925,2023-03-06,Taxes,Admin,Deloitte,1166.71,MAD,Variable
EXP000002926,2023-03-07,Supplies,Operations,Microsoft,1669.3,MAD,Variable
EXP000002927,2023-03-07,Travel,Operations,Maroc Telecom,931.31,MAD,Variable
EXP000002928,2023-03-07,Software,IT,Air Maroc,331.27,MAD,Variable
EXP000002929,2023-03-07,Software,IT,Office landlord,1096.07,MAD,Variable
EXP000002930,2023-03-08,Travel,Operations,Local supplier,2357.06,MAD,Variable
EXP000002931,2023-03-08,Logistics,Operations,Local supplier,200.67,MAD,Variable
EXP000002932,2023-03-08,Travel,Operations,Tax authority,1959.32,MAD,Variable
EXP000002933,2023-03-09,Taxes,Admin,KPMG,730.54,MAD,Variable
EXP000002934,2023-03-10,Logistics,Operations,Orange,1463.18,MAD,Variable
EXP000002935,2023-03-10,Supplies,Operations,Orange,788.46,MAD,Variable
EXP000002936,2023-03-11,Utilities,Facilities,KPMG,1257.59,MAD,Variable
EXP000002937,2023-03-11,Logistics,Operations,Maroc Telecom,1178.13,MAD,Variable
EXP000002938,2023-03-11,Marketing,Growth,Air Maroc,1084.03,MAD,Variable
EXP000002939,2023-03-12,Logistics,Operations,Tax authority,549.75,MAD,Variable
EXP000002940,2023-03-12,Software,IT,Tax authority,2105.92,MAD,Variable
EXP000002941,2023-03-13,ProfessionalServices,Admin,Maroc Telecom,1581.69,MAD,Variable
EXP000002942,2023-03-14,ProfessionalServices,Admin,KPMG,1056.57,MAD,Variable
EXP000002943,2023-03-14,Marketing,Growth,Local supplier,1168.68,MAD,Variable
EXP000002944,2023-03-14,Travel,Operations,Deloitte,127.39,MAD,Variable
EXP000002945,2023-03-14,Taxes,Admin,DHL,55.75,MAD,Variable
EXP000002946,2023-03-16,Travel,Operations,Google,322.58,MAD,Variable
EXP000002947,2023-03-16,Taxes,Admin,Air Maroc,496.59,MAD,Variable
EXP000002948,2023-03-17,Supplies,Operations,KPMG,1196.61,MAD,Variable
EXP000002949,2023-03-17,Taxes,Admin,Local supplier,548.04,MAD,Variable
EXP000002950,2023-03-18,ProfessionalServices,Admin,Air Maroc,145.85,MAD,Variable
EXP000002951,2023-03-18,Software,IT,Local supplier,72.08,MAD,Variable
EXP000002952,2023-03-19,Logistics,Operations,AWS,2044.71,MAD,Variable
EXP000002953,2023-03-20,Logistics,Operations,Air Maroc,1667.51,MAD,Variable
EXP000002954,2023-03-21,Taxes,Admin,Air Maroc,1395.86,MAD,Variable
EXP000002955,2023-03-22,Supplies,Operations,Orange,102.92,MAD,Variable
EXP000002956,2023-03-22,Software,IT,Maroc Telecom,616.68,MAD,Variable
EXP000002957,2023-03-22,ProfessionalServices,Admin,ONCF,1164.6,MAD,Variable
EXP000002958,2023-03-22,Marketing,Growth,Tax authority,1595.06,MAD,Variable
EXP000002959,2023-03-23,Utilities,Facilities,Office landlord,1365.18,MAD,Variable
EXP000002960,2023-03-23,Marketing,Growth,Local supplier,1001.34,MAD,Variable
EXP000002961,2023-03-24,Supplies,Operations,Air Maroc,1084.08,MAD,Variable
EXP000002962,2023-03-24,Utilities,Facilities,Orange,129.46,MAD,Variable
EXP000002963,2023-03-24,Marketing,Growth,Office landlord,1383.66,MAD,Variable
